departamento,Seccion,Familia,SubFamilia,marca,linea,Referencia,CodBarras,descripcion Completa,descripcion 40 caracteres,Usa Lote,Principio Activo,cod_prov,Proveedor
MEDICAMENTOS,SUSPENSION,,,ZUZU,,7599608003009,,CLAMOLIN 600MG-429MG PVO P/ SUSP X 60ML ZUZU,CLAMOLIN 600/42.9MG SUSP 60ML (LAB.ZUZU),T,AMOXICILINA + ACIDO CLAVULANICO,,"LABORATORIOS ZUZU, C.A"
MEDICAMENTOS,AMPOLLAS Y SOLUCIONES,,,ZUZU,,7599608000961,,CLORFENIRAMINA 10MG/ML CAJA X 10 AMP I.M-I.V ZUZU,CLORFENIRAMINA 10MG/ML X 10 AMP IM-IV,T,CLORFENIRAMINA,,"LABORATORIOS ZUZU, C.A"
MEDICAMENTOS,JARABES,,,ZUZU,,7599608002965,,DOVALPRON 250MG/5ML JBE X 120ML ZUZU,DOVALPRON 250MG/5ML JBE 120ML (LAB.ZUZU),T,ACIDO VALPROICO,,"LABORATORIOS ZUZU, C.A"
MEDICAMENTOS,TABLETAS,,,ZUZU,,7599608003559,,ERITROMICINA 500MG X 10 TAB ZUZU,ERITROMICINA 500MG X 10 TAB(LAB.ZUZU),T,ERITROMICINA,,"LABORATORIOS ZUZU, C.A"
MEDICAMENTOS,TABLETAS,,,ZUZU,,7599608001265,,ESOMEPRAZOL 40MG X 20 CAP LR ZUZU,ESOMEPRAZOL 40MG X 20 CAP LR ZUZU,T,ESOMEPRAZOL,,"LABORATORIOS ZUZU, C.A"
MEDICAMENTOS,AMPOLLAS Y SOLUCIONES,,,ZUZU,,7599608003085,,HALOPERIDOL 5MG/ML X 1 AMP I.V-I.M ZUZU,HALOPERIDOL 5MG/ML X 1 AMP I.V-I.M ZUZU,T,HALOPERIDOL,,"LABORATORIOS ZUZU, C.A"
MEDICAMENTOS,TABLETAS,,,ZUZU,,7599608003566,,HIDROCLOROTIAZIDA 125MG X 30 TAB ZUZU,"HIDROCLOROTIAZIDA12,5MG X30TAB(LAB.ZUZU)",T,HIDROCLOROTIAZIDA,,"LABORATORIOS ZUZU, C.A"
MEDICAMENTOS,SUSPENSION,,,ZUZU,,7599608000220,,IBUPROFENO 100MG/5ML SUSP X 100ML ZUZU,IBUPROFENO 100MG/5ML SUSP X 100ML ZUZU,T,IBUPROFENO,,"LABORATORIOS ZUZU, C.A"
MEDICAMENTOS,MMQ,,,GROSSMED,,7597830006270,,BAJA LENGUA DE MADERA X 100 UNIDADES GROSSMED,BAJA LENGUA DE MADERA X100 (GROSSMED),T,BAJA LENGUA,,"FARMATECH MEDICAL, C.A"
MEDICAMENTOS,MMQ,,,GROSSMED,,7597830003064,,COMPRESAS DE LAPAROTOMIA 18PX18P PAQ X 5 UNIDADES,COMPR D/LAPAROTOMIA ESTERIL X5(GROSSMED),T,COMPRESA,,"FARMATECH MEDICAL, C.A"
MEDICAMENTOS,TABLETAS,,,SIEGFRIED,,7795345121987,,DEXOPRAL 60MG X 30 CAP LR SIEGFRIED,DEXOPRAL 60MG X 30 CAP LR SIEGFRIED,T,DEXLANZOPRAZOL,,LABORATORIOS SIEGFRIED S.A
MEDICAMENTOS,TABLETAS,,,KMPLUS,,730170649586,,DILTIAZEM 60MG X 20 TAB KMPLUS,DILTIAZEM 60MG X 20 TAB KMPLUS,T,DILTIAZEM,,"CASA DE REPRESENTACION MARQUEZ Y KOTEICH, C.A"
MEDICAMENTOS,AMPOLLAS Y SOLUCIONES,,,KMPLUS,,730170649517,,TIOCOLCHICOSIDO 4MG/2ML I.M X 5 AMP KMPLUS,TIOCOLCHICOSIDO 4MG/2ML I.MX5 AMP KMPLUS,T,TIOCOLCHICOSIDO,,"CASA DE REPRESENTACION MARQUEZ Y KOTEICH, C.A"
MEDICAMENTOS,TABLETAS,,,KMPLUS,,730170649548,,OLMESARTAN 20MG X 30 TAB KMPLUS,OLMESARTAN 20MG X 30 TAB KMPLUS,T,OLMESARTAN,,"CASA DE REPRESENTACION MARQUEZ Y KOTEICH, C.A"
MEDICAMENTOS,TABLETAS,,,KMPLUS,,730170649296,,DUTASTERIDA + TAMSULOSINA 0.5MG-0.4MG X 10 CAPSULAS KMPLUS,DUTASTERIDA + TAMSULOSINA 0.5MG-0.4MGX10,T,DUTASTERIDA - TAMSULOSINA,,"CASA DE REPRESENTACION MARQUEZ Y KOTEICH, C.A"
MEDICAMENTOS,TABLETAS,,,KMPLUS,,730170649579,,FLAVOXATO 200 MG X 20 TAB KMPLUS,FLAVOXATO 200 MG X 20 TAB KMPLUS,T,FLAVOXATO,,"CASA DE REPRESENTACION MARQUEZ Y KOTEICH, C.A"
MEDICAMENTOS,TABLETAS,,,KMPLUS,,730170649555,,OLMESARTAN 40 MG X 30 TAB KMPLUS,OLMESARTAN 40 MG X 30 TAB KMPLUS,T,OLMESARTAN,,"CASA DE REPRESENTACION MARQUEZ Y KOTEICH, C.A"
MEDICAMENTOS,AMPOLLAS Y SOLUCIONES,,,KMPLUS,,6921875010915,,PENTOXIFILINA SOL. INY I.V 100 MG/5ML X 5 AMP KMPLUS,GENTAMICINA 80 MG/ 2 ML I.M / I.VXKMPLUS,T,PENTOXIFILINA,,"CASA DE REPRESENTACION MARQUEZ Y KOTEICH, C.A"
MEDICAMENTOS,TABLETAS,,,KMPLUS,,730170649364,,MEDROXIPROGESTERONA 5MG X 10 TAB KMPLUS,MEDROXIPRO(PROVERA) 5MG TAB X 10(KMPLUS),T,MEDROXIPROGESTERONA,,"CASA DE REPRESENTACION MARQUEZ Y KOTEICH, C.A"
MEDICAMENTOS,TABLETAS,,,KMPLUS,,6942189530357,,EMPAGLIFLOZINA 10 MG X 30 TAB KMPLUS,EMPAGLIFLOZINA 10 MG X 30 TAB KMPLUS,T,EMPAGLIFLOZINA,,"CASA DE REPRESENTACION MARQUEZ Y KOTEICH, C.A"
MEDICAMENTOS,TABLETAS,,,KMPLUS,,6942189530364,,EMPAGLIFLOZINA 25 MG X 30 TAB KMPLUS,EMPAGLIFLOZINA 25 MG X 30 TAB KMPLUS,T,EMPAGLIFLOZINA,,"CASA DE REPRESENTACION MARQUEZ Y KOTEICH, C.A"
MEDICAMENTOS,AMPOLLAS Y SOLUCIONES,,,MEGALABS,,7703281020905,,CETOPIC 2ML X 30 AMPOLLAS MEDIHEALTH,CETOPIC 2ML X 30 AMPOLLAS MEDIHEALTH,T,VITAMINA C,,"MEGALABS VZL, C.A."
MEDICAMENTOS,CUIDADO PERSONAL,,,MEGALABS,,7703332003031,,KETOMED CHAMPU 2% X 100ML MEDIHEALTH,KETOMED 2% CHAMPU 100ML (MEDIHEALTH),T,KETOCONAZOL,,"MEGALABS VZL, C.A."
MEDICAMENTOS,CUIDADO INFANTIL,,,HUGGIES,,7702425802148,,HUGGIES PAÑAL NATURAL CARE RN X 20 UNIDADES,PAÑAL HUGGIES NAT CARE TALLA RN 20UND,T,PAÑAL DESECHABLE,,"DIMASSI, C.A"
MEDICAMENTOS,TABLETAS,,,ALESS,,7597758000732,,ATORVASTATINA 20MG X 30 TAB ALESS,ATORVASTATINA 20MG X 30 TAB ALESS,T,ATORVASTATINA,,"ALESS PHARMACEUTICALS, C.A"
MEDICAMENTOS,TABLETAS,,,ALESS,,7597758000749,,ATORVASTATINA 40MG X 30 TAB ALESS,ATORVASTATINA 40MG X 30 TAB ALESS,T,ATORVASTATINA,,"ALESS PHARMACEUTICALS, C.A"
MEDICAMENTOS,TABLETAS,,,ALESS,,7597758000978,,BILOL 25MG X 10 TAB ALESS,BILOL 25MG X 10 TAB ALESS,T,BISOPROLOL,,"ALESS PHARMACEUTICALS, C.A"
MEDICAMENTOS,TABLETAS,,,ALESS PHARMACEUTICALS,,7597758000985,,BILOL 5MG X 10 TAB ALESS,BILOL 5MG X 10 TAB ALESS,T,BISOPROLOL,,"ALESS PHARMACEUTICALS, C.A"
MEDICAMENTOS,TABLETAS,,,ALESS PHARMACEUTICALS,,7597758000114,,BISOPROLOL 2.5MG X 30 TAB ALESS,BISOPROLOL 2.5MG X 30 TAB ALESS,T,BISOPROLOL,,"ALESS PHARMACEUTICALS, C.A"
MEDICAMENTOS,TABLETAS,,,ALESS,,7597758000503,,CARBAMAZEPINA 200MG X 30 TAB ALESS,CARBAMAZEPINA 200MG X 30 TAB ALESS,T,CARBAMAZEPINA,,"ALESS PHARMACEUTICALS, C.A"
MEDICAMENTOS,TABLETAS,,,ALESS PHARMACEUTICALS,,7597758000473,,CARVEDILOL 12.5MG X 30 TAB ALESS,"CARVEDILOL 12,5MG X 30 TAB (ALESS)",T,CARVEDILOL,,"ALESS PHARMACEUTICALS, C.A"
MEDICAMENTOS,TABLETAS,,,ALESS PHARMACEUTICALS,,7597758000466,,CARVEDILOL 6.25MG X 30 TAB ALESS,CARVEDILOL 6.25MG X 30 TAB ALESS,T,CARVEDILOL,,"ALESS PHARMACEUTICALS, C.A"
MEDICAMENTOS,TABLETAS,,,ALESS,,7597758000237,,CEFADROXILO 500MG X 12 CAP ALESS,CEFADROXILO 500MG X 12 TABLETAS (ALESS),T,CEFADROXILO,,"ALESS PHARMACEUTICALS, C.A"
MEDICAMENTOS,SUSPENSION,,,ALESS PHARMACEUTICALS,,7597758001326,,CEFICEF 100MG/5ML PVO P/ SUSP X 60ML ALESS,CEFICEF 100MG/5ML PVO P/ SUSPX60ML ALESS,T,CEFIXIMA,,"ALESS PHARMACEUTICALS, C.A"
MEDICAMENTOS,TABLETAS,,,ALESS PHARMACEUTICALS,,7597758001319,,CEFICEF 400MG X 10 TAB ALESS,CEFICEF 400MG X 10 TAB ALESS,T,CEFIXIMA,,"ALESS PHARMACEUTICALS, C.A"
MEDICAMENTOS,TABLETAS,,,ALESS,,7597758001456,,CETIRIZINA 10MG X 10 TAB ALESS,CETIRIZINA 10MG X 10 TAB ALESS,T,CETIRIZINA,,"ALESS PHARMACEUTICALS, C.A"
MEDICAMENTOS,MMQ,,,DISPROMED,,1238097100,,CABESTRILLO C/BOLSA AJUSTABLE ADULTO DISPROMED,CABESTRILLO C/BOLSA AJUSTABLE ADULTO,T,CABESTRILLO,,DISTRIBUIDORA DE PRODUCTOS MEDICOS DISPROMED C.A
MEDICAMENTOS,CREMAS,,,BIOFARCO,,7591616002227,,CALAMINA LOCION X 110ML BIOFARCO,CALAMINA LOCION X 110ML BIOFARCO,T,CALAMINA,,"LABORATORIOS INNOVA-TEK, C.A"
MEDICAMENTOS,AMPOLLAS Y SOLUCIONES,,,ALESS PHARMACEUTICALS,,75971243,,CEXTACIM 1GR X 1 AMP I.V-I.M ALESS,CEXTACIM 1GR X 1 AMP I.V-I.M ALESS,T,CEFOTAXIMA,,"ALESS PHARMACEUTICALS, C.A"
MEDICAMENTOS,TABLETAS,,,ALESS,,7597758000077,,CIPROFLOXACINA 500MG X 6 TAB ALESS,CIPROFLOXACINA 500MG X 6 TAB ALESS,T,CIPROFLOXACINA,,"ALESS PHARMACEUTICALS, C.A"
MEDICAMENTOS,CREMAS,,,ALESS,,7597758001050,,CLOTRIMAZOL 1% CREMA TOPICA X 20GR ALESS,CLOTRIMAZOL 1% CREMA TOPICA X 20GR ALESS,T,CLOTRIMAZOL,,"ALESS PHARMACEUTICALS, C.A"
MEDICAMENTOS,TABLETAS,,,ALESS PHARMACEUTICALS,,7597758001296,,COLFRIN 500MG - 4MG X 10 TAB ALESS,COLFRIN 500MG - 4MG X 10 TAB ALESS,T,ACETAMINOFEN + CLORFENIRAMINA,,"ALESS PHARMACEUTICALS, C.A"
MEDICAMENTOS,TABLETAS,,,ALESS,,7597758000510,,DICLOFENAC POTASICO 50MG X 20 TAB ALESS,DICLOFENAC POTASICO 50MG X 20 TAB ALESS,T,DICLOFENAC POTASICO,,"ALESS PHARMACEUTICALS, C.A"
MEDICAMENTOS,TABLETAS,,,ALESS,,7597758000879,,DICLOFENAC SODICO 50MG X 10 SUPOSITORIOS ALESS,DICLOFENAC SODICO 50MG SUPO X10U (ALESS),T,DICLOFENAC SODICO,,"ALESS PHARMACEUTICALS, C.A"
MEDICAMENTOS,TABLETAS,,,ALESS,,7597758000176,,IBUPROFENO 400MG X 10 TAB ALESS,IBUPROFENO 400MG X 10 TAB ALESS,T,IBUPROFENO,,"ALESS PHARMACEUTICALS, C.A"
MEDICAMENTOS,TABLETAS,,,ALESS,,7597758001432,,LEVOFLOXIN 750MG X 5 TAB ALESS,LEVOFLOXIN 750MG X 5 TAB ALESS,T,LEVOFLOXACINA,,"ALESS PHARMACEUTICALS, C.A"
MEDICAMENTOS,TABLETAS,,,ALESS,,7597758001418,,LIPRIL 10MG X 30 COMPR ALESS,LIPRIL 10MG X 30 COMPR ALESS,T,LISINOPRIL,,"ALESS PHARMACEUTICALS, C.A"
MEDICAMENTOS,TABLETAS,,,ALESS PHARMACEUTICALS,,7597758000817,,LORATADINA 10MG X 10 TAB ALESS,LORATADINA 10MG X 10 TAB ALESS,T,LORATADINA,,"ALESS PHARMACEUTICALS, C.A"
MEDICAMENTOS,JARABES,,,ALESS,,7597758001579,,LORATADINA 5MG/5ML SOL ORAL X 60ML ALESS,LORATADINA 5MG/5ML SOL ORAL X 60ML ALESS,T,LORATADINA,,"ALESS PHARMACEUTICALS, C.A"
MEDICAMENTOS,TABLETAS,,,ALESS,,7597758000084,,METFORMINA 500MG X 30 TAB ALESS,METFORMINA 500MG X 30 TAB ALESS,T,METFORMINA,,"ALESS PHARMACEUTICALS, C.A"
MEDICAMENTOS,SUSPENSION,,,ALESS,,7597758001111,,METRONIDAZOL 250MG/5ML SUSP X 120ML ALESS,METRONIDAZOL 250MG/5ML SUSPX120ML ALESS,T,METRONIDAZOL,,"ALESS PHARMACEUTICALS, C.A"
MEDICAMENTOS,TABLETAS,,,ALESS,,7597758001517,,MONTELUKAST 10MG X 30 TAB ALESS,MONTELUKAST 10MG X 30 TAB ALESS,T,MONTELUKAST,,"ALESS PHARMACEUTICALS, C.A"
MEDICAMENTOS,TABLETAS,,,ALESS,,7597758001500,,MONTELUKAST 5MG X 30 TAB MASTICABLES ALESS,MONTELUKAST 5MGX30 TAB MAST ALESS,T,MONTELUKAST,,"ALESS PHARMACEUTICALS, C.A"
MEDICAMENTOS,TABLETAS,,,ALESS,,7597758000312,,OLMESARTAN 20MG X 30 TAB ALESS,OLMESARTAN 20MG X 30 TAB ALESS,T,OLMESARTAN,,"ALESS PHARMACEUTICALS, C.A"
MEDICAMENTOS,TABLETAS,,,ALESS,,7597758000329,,OLMESARTAN 40MG X 30 TAB ALESS,OLMESARTAN 40MG X 30 TAB ALESS,T,OLMESARTAN,,"ALESS PHARMACEUTICALS, C.A"
MEDICAMENTOS,TABLETAS,,,ALESS,,7597758000299,,PANTOPRAZOL 40MG X 7 TAB ALESS,PANTOPRAZOL 40MG X 7 TAB ALESS,T,PANTOPRAZOL,,"ALESS PHARMACEUTICALS, C.A"
MEDICAMENTOS,TABLETAS,,,ALESS,,7597758001005,,PANTFLUX 40MG X 14 TAB ALESS,PANTFLUX 40MG X 14 TAB ALESS,T,PANTOPRAZOL,,"ALESS PHARMACEUTICALS, C.A"
MEDICAMENTOS,TABLETAS,,,ALESS,,7597758001364,,SINALER 5MG X 10 TAB ALESS,SINALER 5MG X 10 TAB ALESS,T,DESLORATADINA,,"ALESS PHARMACEUTICALS, C.A"
MEDICAMENTOS,TABLETAS,,,ALESS PHARMACEUTICALS,,7597758001340,,SINALER M 5MG + 10MG X 30 TAB ALESS,SINALER M 5MG + 10MG X 30 TAB ALESS,T,DESLORATADINA+MONTELUKAST,,"ALESS PHARMACEUTICALS, C.A"
MEDICAMENTOS,SUSPENSION,,,ALESS,,7597758001555,,SULTRIM 200MG + 40MG / 5ML SUSP X 100ML ALESS,SULTRIM 200MG+40MG/5ML SUSPX100ML ALESS,T,SULFAMETOXAZOL + TRIMETOPRIM,,"ALESS PHARMACEUTICALS, C.A"
MEDICAMENTOS,JARABES,,,ALESS PHARMACEUTICALS,,7597758001562,,SULTRIM 400MG + 80MG X 20 TAB ALESS,SULTRIM 400MG + 80MG X 20 TAB ALESS,T,SULFAMETOXAZOL + TRIMETOPRIM,,"ALESS PHARMACEUTICALS, C.A"
MEDICAMENTOS,TABLETAS,,,ZUZU,,8906159251930,,ACICLOVIR 200MG X 10 TAB ZUZU,ACICLOVIR 200MGX10TAB(LAB.ZUZU),T,ACICLOVIR,,"LABORATORIOS ZUZU, C.A"
MEDICAMENTOS,TABLETAS,,,ZUZU,,8906159251947,,ACICLOVIR 400MG X 10 TAB ZUZU,ACICLOVIR 400MGX10TAB(LAB.ZUZU),T,ACICLOVIR,,"LABORATORIOS ZUZU, C.A"
MEDICAMENTOS,TABLETAS,,,ZUZU,,7599608000435,,AMLODIPINA 5MG X 30 TAB ZUZU,AMLODIPINA 5MG X 30 COMP(LAB.ZUZU),T,AMLODIPINA,,"LABORATORIOS ZUZU, C.A"
MEDICAMENTOS,AMPOLLAS Y SOLUCIONES,,,ZUZU,,7599608002736,,ATROPINA 1MG/ML X 1 AMP I.V-I.M ZUZU,ATROPINA 1MG/ML X 1 AMP I.V-I.M ZUZU,T,ATROPINA,,"LABORATORIOS ZUZU, C.A"
MEDICAMENTOS,TABLETAS,,,ZUZU,,8906159252128,,BETAMETASONA 0.25MG X 10 TAB ZUZU,BETAMETASONA 0.25MG X 10TAB (LAB.ZUZU),T,BETAMETASONA,,"LABORATORIOS ZUZU, C.A"
MEDICAMENTOS,TABLETAS,,,ZUZU,,7599608000732,,CEDROXYL 500MG X 10 TAB ZUZU,CEDROXYL 500MG X 10 TAB (LAB.ZUZU),T,CEFADROXILO,,"LABORATORIOS ZUZU, C.A"
MEDICAMENTOS,AMPOLLAS Y SOLUCIONES,,,ZUZU,,7599608000749,,CEFEPIMA 1GR X 1 AMP ZUZU,CEFEPIMA 1GR X 1 AMP ZUZU,T,CEFEPIMA,,"LABORATORIOS ZUZU, C.A"
MEDICAMENTOS,AMPOLLAS Y SOLUCIONES,,,ZUZU,,7599608003078,,FENITOINA 100MG/2ML X 1 AMP ZUZU,FENITOINA SOD 100MG/2ML AMPX1 (LAB.ZUZU),T,FENITOINA,,"LABORATORIOS ZUZU, C.A"
MEDICAMENTOS,AMPOLLAS Y SOLUCIONES,,,ZUZU,,7599608002866,,FLUCONAZOL 200MG/100ML X 1 AMP ZUZU,FLUCONAZOL 200MG/100ML SOL INY(IV)(ZUZU),T,FLUCONAZOL,,"LABORATORIOS ZUZU, C.A"
MEDICAMENTOS,JARABES,,,ZUZU,,7599608003382,,HIDRATATEX X 10 SOBRES 21GR ZUZU,HIDRATATEX 20.5 GR X SOBRE (LAB. ZUZU),T,SALES DE REHIDRATACION,,"LABORATORIOS ZUZU, C.A"
MEDICAMENTOS,TABLETAS,,,ZUZU,,8906159252180,,IRBESARTAN 300MG X 10 TAB ZUZU,IRBESARTAN 300MG X 10 TAB (LAB.ZUZU),T,IRBESARTAN,,"LABORATORIOS ZUZU, C.A"
MEDICAMENTOS,JARABES,,,ZUZU,,7599608000183,,LORATADINA 5MG/5ML JBE X 60ML ZUZU,LORATADINA 5MG/5ML JBE X 60ML ZUZU,T,LORATADINA,,"LABORATORIOS ZUZU, C.A"
MEDICAMENTOS,AMPOLLAS Y SOLUCIONES,,,ZUZU,,7599608002774,,METILERGOMETRINA 0.2MG/1ML X 1 AMP ZUZU,METILERGOMETRINA 0.2MG/1ML X 1 AMP ZUZU,T,METILERGOMETRINA,,"LABORATORIOS ZUZU, C.A"
MEDICAMENTOS,AMPOLLAS Y SOLUCIONES,,,ZUZU,,7599608003337,,NEOSTIGMINA 0.5MG/ML X 1 AMP ZUZU,"NEOSTIGMINA 0,5mg/ml x 1 AMP.(LAB.ZUZU)",T,NEOSTIGMINA,,"LABORATORIOS ZUZU, C.A"
MEDICAMENTOS,TABLETAS,,,ZUZU,,8906159251886,,ONDASETRON 8MG X 10 TAB ZUZU,ONDASETRON 8MG X10TAB (LAB.ZUZU),T,ONDANSETRON,,"LABORATORIOS ZUZU, C.A"
MEDICAMENTOS,AMPOLLAS Y SOLUCIONES,,,ZUZU,,7599608002187,,PIZUCTAM 4G/05G X 1 AMP ZUZU,"PIZUCTAM 4G/0,5G AMP I/V (LAB.ZUZU)",T,PIPERACILINA + TAZOBACTAM,,"LABORATORIOS ZUZU, C.A"
MEDICAMENTOS,GOTAS,,,ZUZU,,7599608003542,,PONEDEX GOTAS OTICAS X 5ML ZUZU,PONEDEX OTICO 5ML (LAB.ZUZU),T,DEXAMETASONA + NEOMICINA,,"LABORATORIOS ZUZU, C.A"
MEDICAMENTOS,AMPOLLAS Y SOLUCIONES,,,ZUZU,,7599608003177,,VITAMINA B12 500MCG/ML X 1 AMP ZUZU,VITAMINA B12 500MCG/ML X1AMP(LAB.ZUZU),T,VITAMINA B12,,"LABORATORIOS ZUZU, C.A"
MEDICAMENTOS,JARABES,,,ZUZU,,7599608000190,,ZUMETRONIN 250MG/5ML X 120ML ZUZU,ZUMETRONIN 250MG/120ML SUSP (LAB.ZUZU),T,METRONIDAZOL,,"LABORATORIOS ZUZU, C.A"
MEDICAMENTOS,AMPOLLAS Y SOLUCIONES,,,ZUZU,,7599608001920,,ZUMETRONIN SOL INY. 500MG/100ML ZUZU,ZUMETRONIN 500MG/100ML AMP IV (LAB.ZUZU),T,METRONIDAZOL,,"LABORATORIOS ZUZU, C.A"
MEDICAMENTOS,AMPOLLAS Y SOLUCIONES,,,ZUZU,,7599608003122,,ZUPENEM 500MG X 1 VIAL I.V ZUZU,ZUPENEM 500MG AMP IV (ZUZU),T,MEROPENEM,,"LABORATORIOS ZUZU, C.A"
MEDICAMENTOS,MMQ,,,FORMA ELASTICA,,7594001081227,,COLLAR CERVICAL FORMA PHILA TALLA S (FILADELFIA) FORMA ELASTICA,COLLAR CERVICAL FORMA PHILA T/S ELASTICA,T,COLLARIN,,"FORMA ELASTICA, C.A."
MEDICAMENTOS,TABLETAS,,,BIOINFINITY,,7592710002427,,COLAGENO X 60 CAPSULAS BIOINFINTY,COLAGENO X 60 CAPSULAS BIOINFINTY,T,COLAGENO,,CASA DE REPRESENTACIONES BIOINFINITY 8008 C.A.
MEDICAMENTOS,EQUIPOS MEDICOS,,,AKERMED,,7592248023574,,TIRAS BLOOD GLUCOSA TEST 25 PIEZAS AKERMED,TIR BLOOD GLUCOSA TEST 25 PIEZAS AKERMED,T,TIRAS DE GLUCOMETRO,,"AKERMED, C.A"
MEDICAMENTOS,EQUIPOS MEDICOS,,,AKERMED,,7599844000138,,GLUCOMETRO K3 DIGITAL KIT 25 LANCETAS - 25 TIRAS (INCLUYE BATERIAS Y LANCETERO) AKERMED,GLUCOMETRO K3 DIGITAL KIT 25 LAN ARKEMED,T,GLUCOMETRO,,"AKERMED, C.A"
MEDICAMENTOS,MMQ,,,AKERMED,,7599844000039,,COLCHON ANTIESCARA + COMPRESOR  AKERMED,COLCHON ANTIESCARA + COMPRESOR  AKERMED,T,COLCHON,,"AKERMED, C.A"
MEDICAMENTOS,MMQ,,,AKERMED,,6973077200267,,MASCARILLA KN95 FACE MASK BLANCA C/VALVULA AKERMED,MASC KN95 FACE BLANCA C/VALVULA AKERMED,T,MASCARILLA,,"AKERMED, C.A"
MEDICAMENTOS,TABLETAS,,,SPEFAR,,7598582000035,,BISOPROLOL 1.25MG X 20 COMPR SPEFAR,BISOPROLOL F 1.25MG X 20 COMP (SPEFAR),T,BISOPROLOL,,"LABORATORIOS SPEFAR VENEZOLANOS, S.A"
MEDICAMENTOS,TABLETAS,,,SPEFAR,,7590027002857,,CANDESARTAN 8MG X 30 COMPR SPEFAR,CANDESARTAN 8MG X 30TAB (SPEFAR),T,CANDESARTAN,,"LABORATORIOS SPEFAR VENEZOLANOS, S.A"
MEDICAMENTOS,TABLETAS,,,SPEFAR,,7590027001300,,CLARITROMICINA 500MG X 10 COMPR SPEFAR,CLARITROMICINA 500MG X 10 COMPR SPEFAR,T,CLARITROMICINA,,"LABORATORIOS SPEFAR VENEZOLANOS, S.A"
MEDICAMENTOS,JARABES,,,SPEFAR,,7590027003076,,DEXTROMETORFANO 15MG/5ML JBE X 120ML (MOROCHO) SPEFAR,DEXTROMETORFANO 15MG/5ML X 120ML SPEFAR,T,DEXTROMETORFANO,,"LABORATORIOS SPEFAR VENEZOLANOS, S.A"
MEDICAMENTOS,TABLETAS,,,SPEFAR,,7590027001997,,KETOROLAC 20MG X 10 COMPR SPEFAR,KETOROLAC 20MG X 10 COMPR SPEFAR,T,KETOROLACO,,"LABORATORIOS SPEFAR VENEZOLANOS, S.A"
MEDICAMENTOS,TABLETAS,,,SPEFAR,,7590027002499,,LOSARTAN POTASICO 50MG X 14 COMPR SPEFAR,LOSARTAN POTASICO 50MG X 14 COMPR SPEFAR,T,LOSARTAN POTASICO,,"LABORATORIOS SPEFAR VENEZOLANOS, S.A"
MEDICAMENTOS,TABLETAS,,,SPEFAR,,7590027001249,,MELOXICAM 15MG X 20 COMPR SPEFAR,MELOXICAM 15MG X 20 COMPR SPEFAR,T,MELOXICAM,,"LABORATORIOS SPEFAR VENEZOLANOS, S.A"
MEDICAMENTOS,TABLETAS,,,SPEFAR,,7590027000990,,VALSARTAN 160MG X 20 CAP SPEFAR,VALSARTAN 160MG X 20 CAP (SPEFAR),T,VALSARTAN,,"LABORATORIOS SPEFAR VENEZOLANOS, S.A"
MEDICAMENTOS,TABLETAS,,,FARMAMED,,8906188190002,,FEXOFENADINA CLORHIDRATO 180MG X 10TAB FARMAMED,FEXOFENADINA CLORH 180MGX10TAB FARMAMED,T,FEXOFENADINA,,"CASA DE REPRESENTACION FARMACOS MEDIORIENTE, C.A"
MEDICAMENTOS,MMQ,,,EL GUARDIAN,,7592044000113,,ALCOHOL ANTISEPTICO 70% 1000ML EL GUARDIAN,ALCOHOL 1000 ML (EL GUARDIAN),T,ALCOHOL ANTISEPTICO,,"LABORATORIO FARMAQUIMICA, C.A."
MEDICAMENTOS,MMQ,,,EL GUARDIAN,,7591956110248,,AGUA OXIGENADA 3% 1000ML EL GUARDIAN,AGUA OXIGENADA 1 LTS (EL GUARDIAN),T,AGUA OXIGENADA,,"LABORATORIO FARMAQUIMICA, C.A."
MEDICAMENTOS,CUIDADO PERSONAL,,,WHICE,,7596756412066,,AFTER SHAVE WHICE FORMEN X 200ML,AFTER SHAVE WHICE FORMEN X 200ML,T,BALZAMO DE AFEITAR,,"INDUSTRIAS KAIZEN, C.A."
MEDICAMENTOS,CUIDADO PERSONAL,,,WHICE,,7596756412059,,AFTER SHAVE WHICE FORMEN X 100ML,AFTER SHAVE WHICE FORMEN X 100ML,T,BALZAMO DE AFEITAR,,"INDUSTRIAS KAIZEN, C.A."
MEDICAMENTOS,CUIDADO PERSONAL,,,MIMADITO,,7591248440107,,ACONDICINADOR PARA EL CABELLO BEBES PROTEGIDOS X 200ML MIMADITO,ACONDICINADOR PARA EL PROTEGIDOSX200ML,T,ACONDICIONADOR,,"INDUSTRIAS CORPAÑAL, C.A"
MEDICAMENTOS,RECETURA,,,F.S.I,,7592368003340,,SAL DE HIGUERA TARRO X 100GR FSI,SAL DE HIGUERA TARRO X 100GR FSI,T,SULFATO DE MAGNESIO,,"LABORATORIO FSI., C.A."
MEDICAMENTOS,RECETURA,,,FSI,,7592368002930,,AGUA DE ROSAS X 120ML FSI,AGUA DE ROSAS X 120ML FSI,T,AGUA DE ROSAS,,"LABORATORIO FSI., C.A."
MEDICAMENTOS,RECETURA,,,FSI,,7592368000714,,THIMEROSAL INCOLORO X 30ML FSI,THIMEROSAL INCOLORO X 30ML FSI,T,THIMEROSAL,,"LABORATORIO FSI., C.A."
